target_id,repo,file,line,containing_type,method,receiver_type,kind
aspnetcore:0159,aspnetcore,src/Hosting/Hosting/src/WebHostBuilderExtensions.cs,49,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0161,aspnetcore,src/Hosting/Hosting/src/WebHostBuilderExtensions.cs,114,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0162,aspnetcore,src/Hosting/Hosting/src/WebHostBuilderExtensions.cs,158,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0163,aspnetcore,src/Hosting/Hosting/src/WebHostExtensions.cs,93,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0164,aspnetcore,src/Hosting/Hosting/src/WebHostExtensions.cs,114,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0165,aspnetcore,src/Hosting/Hosting/src/WebHostExtensions.cs,115,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0166,aspnetcore,src/Hosting/Hosting/src/WebHostExtensions.cs,154,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0224,aspnetcore,src/Hosting/TestHost/src/RequestBuilder.cs,75,System.Net.Http.HttpClient,SendAsync,System.Net.Http.HttpClient,NonVirtual
aspnetcore:0225,aspnetcore,src/Hosting/TestHost/src/RequestBuilder.cs,85,System.Net.Http.HttpClient,SendAsync,System.Net.Http.HttpClient,NonVirtual
aspnetcore:0226,aspnetcore,src/Hosting/TestHost/src/RequestBuilder.cs,95,System.Net.Http.HttpClient,SendAsync,System.Net.Http.HttpClient,NonVirtual
aspnetcore:0229,aspnetcore,src/Http/Authentication.Abstractions/src/AuthenticationHttpContextExtensions.cs,217,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0232,aspnetcore,src/Http/Http.Extensions/src/RequestDelegateFactory.cs,277,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0233,aspnetcore,src/Http/Http.Extensions/src/RequestDelegateFactory.cs,284,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetService,System.IServiceProvider,Extension
aspnetcore:0234,aspnetcore,src/Http/Http.Extensions/src/RequestDelegateFactory.cs,2837,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0235,aspnetcore,src/Http/Http.Results/src/Accepted.cs,64,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0236,aspnetcore,src/Http/Http.Results/src/AcceptedAtRoute.cs,81,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0237,aspnetcore,src/Http/Http.Results/src/AcceptedAtRoute.cs,94,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0238,aspnetcore,src/Http/Http.Results/src/AcceptedAtRouteOfT.cs,95,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0239,aspnetcore,src/Http/Http.Results/src/AcceptedAtRouteOfT.cs,108,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0240,aspnetcore,src/Http/Http.Results/src/AcceptedOfT.cs,85,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0241,aspnetcore,src/Http/Http.Results/src/BadRequest.cs,39,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0242,aspnetcore,src/Http/Http.Results/src/BadRequestOfT.cs,50,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0243,aspnetcore,src/Http/Http.Results/src/ChallengeHttpResult.cs,75,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0244,aspnetcore,src/Http/Http.Results/src/Conflict.cs,39,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0245,aspnetcore,src/Http/Http.Results/src/ConflictOfT.cs,50,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0246,aspnetcore,src/Http/Http.Results/src/ContentHttpResult.cs,63,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0247,aspnetcore,src/Http/Http.Results/src/Created.cs,64,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0248,aspnetcore,src/Http/Http.Results/src/CreatedAtRoute.cs,81,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0249,aspnetcore,src/Http/Http.Results/src/CreatedAtRoute.cs,94,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0250,aspnetcore,src/Http/Http.Results/src/CreatedAtRouteOfT.cs,95,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0251,aspnetcore,src/Http/Http.Results/src/CreatedAtRouteOfT.cs,108,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0252,aspnetcore,src/Http/Http.Results/src/CreatedOfT.cs,84,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0253,aspnetcore,src/Http/Http.Results/src/FileContentHttpResult.cs,112,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0254,aspnetcore,src/Http/Http.Results/src/FileStreamHttpResult.cs,118,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
aspnetcore:0255,aspnetcore,src/Http/Http.Results/src/ForbidHttpResult.cs,86,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
