repo,file,line,receiver_type,method,kind,containing_type,coverage_status,hits
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,235,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,249,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,256,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,258,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,262,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,273,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,282,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,2
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,288,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,297,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,303,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,311,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,330,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,3
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,336,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,342,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,348,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,388,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,3
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,395,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,401,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,421,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,2
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,428,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/ActivateDeactivateTestGrain.cs,442,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,34,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,42,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,51,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,57,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,63,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,70,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,77,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,83,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,89,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,104,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,106,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,108,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,132,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,139,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,147,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/CollectionTestGrain.cs,149,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,35,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,3
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,46,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,2
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,53,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,81,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,11
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,87,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,4
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,94,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,2
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,101,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,108,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,114,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,120,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,127,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,131,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,137,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,141,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,147,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,153,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,160,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,2
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,166,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,173,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,176,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,181,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,188,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,193,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,231,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,249,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,252,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,260,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,263,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,271,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,274,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,283,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,289,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,299,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,305,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,324,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,342,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,345,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,353,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,356,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,364,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,367,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,1
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,376,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,382,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,392,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/EchoTaskGrain.cs,398,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,20,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,covered,5
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,26,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,32,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,65,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,72,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,78,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,86,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,99,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,110,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,123,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,128,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,142,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,146,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,151,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/ErrorGrain.cs,166,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,167,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,183,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,256,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,262,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,280,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,286,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,628,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,635,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,648,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,661,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,682,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,687,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,708,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,715,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,717,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,719,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,732,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,734,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,744,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,752,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,788,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,789,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,797,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,805,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,811,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,817,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,823,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,831,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,841,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,846,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,854,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,863,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,870,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,877,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,884,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,890,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,904,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,906,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,908,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,921,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,923,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,938,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,969,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,1003,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PersistenceTestGrains.cs,1017,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PlacementTestGrain.cs,277,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PlacementTestGrain.cs,307,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PlacementTestGrain.cs,313,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
orleans,test/Grains/TestInternalGrains/PlacementTestGrain.cs,319,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,uncovered,0
