repo,file,line,receiver_type,method,kind,containing_type,coverage_status,hits
eShop,src/Basket.API/Repositories/RedisBasketRepository.cs,41,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Basket.API/Repositories/RedisBasketRepository.cs,46,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/Apis/CatalogApi.cs,274,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/Infrastructure/CatalogContextSeed.cs,33,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/Infrastructure/CatalogContextSeed.cs,39,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/Infrastructure/CatalogContextSeed.cs,72,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/IntegrationEvents/CatalogIntegrationEventService.cs,15,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/IntegrationEvents/CatalogIntegrationEventService.cs,23,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/IntegrationEvents/CatalogIntegrationEventService.cs,30,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Catalog.API/Services/CatalogAI.cs,66,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/ClientApp/Services/RequestProvider/RequestProvider.cs,24,System.Net.Http.HttpClient,GetAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/ClientApp/Services/RequestProvider/RequestProvider.cs,43,System.Net.Http.HttpClient,PostAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/ClientApp/Services/RequestProvider/RequestProvider.cs,61,System.Net.Http.HttpClient,PostAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/ClientApp/Services/RequestProvider/RequestProvider.cs,80,System.Net.Http.HttpClient,PostAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/ClientApp/Services/RequestProvider/RequestProvider.cs,98,System.Net.Http.HttpClient,PutAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/ClientApp/Services/RequestProvider/RequestProvider.cs,109,System.Net.Http.HttpClient,DeleteAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/eShop.ServiceDefaults/OpenApiOptionsExtensions.cs,172,Microsoft.Extensions.Configuration.IConfigurationSection?,Exists,Extension,Microsoft.Extensions.Configuration.ConfigurationExtensions,no_coverage_data,
eShop,src/eShop.ServiceDefaults/OpenApiOptionsExtensions.cs,177,Microsoft.Extensions.Configuration.IConfiguration,GetRequiredValue,Extension,Microsoft.Extensions.Configuration.ConfigurationExtensions,no_coverage_data,
eShop,src/eShop.ServiceDefaults/OpenApiOptionsExtensions.cs,178,Microsoft.Extensions.Configuration.IConfiguration,GetRequiredSection,Extension,Microsoft.Extensions.Configuration.ConfigurationExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,37,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,44,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,92,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,172,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,187,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,190,System.IServiceProvider,CreateAsyncScope,Extension,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,194,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,233,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,235,System.IServiceProvider,GetRequiredService,Extension,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,243,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,267,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/EventBusRabbitMQ/RabbitMQEventBus.cs,289,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Identity.API/Quickstart/Consent/ConsentController.cs,159,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Identity.API/Quickstart/Home/HomeController.cs,32,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Identity.API/UsersSeed.cs,42,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Identity.API/UsersSeed.cs,49,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Identity.API/UsersSeed.cs,87,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Identity.API/UsersSeed.cs,94,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,34,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,63,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,108,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,126,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,134,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,148,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,159,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Apis/OrdersApi.cs,163,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Behaviors/LoggingBehavior.cs,9,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Behaviors/TransactionBehavior.cs,59,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Behaviors/ValidatorBehavior.cs,18,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Commands/CreateOrderCommandHandler.cs,47,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Commands/IdentifiedCommandHandler.cs,79,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/EventHandling/GracePeriodConfirmedIntegrationEventHandler.cs,17,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/EventHandling/GracePeriodConfirmedIntegrationEventHandler.cs,21,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/EventHandling/OrderPaymentFailedIntegrationEventHandler.cs,14,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/EventHandling/OrderPaymentSucceededIntegrationEventHandler.cs,14,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/EventHandling/OrderStockConfirmedIntegrationEventHandler.cs,14,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/EventHandling/OrderStockRejectedIntegrationEventHandler.cs,17,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/OrderingIntegrationEventService.cs,19,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/OrderingIntegrationEventService.cs,29,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/IntegrationEvents/OrderingIntegrationEventService.cs,38,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Validations/CancelOrderCommandValidator.cs,11,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Validations/CreateOrderCommandValidator.cs,20,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Validations/IdentifiedCommandValidator.cs,11,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Ordering.API/Application/Validations/ShipOrderCommandValidator.cs,11,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/OrderProcessor/Services/GracePeriodManagerService.cs,22,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/OrderProcessor/Services/GracePeriodManagerService.cs,23,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/OrderProcessor/Services/GracePeriodManagerService.cs,30,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/OrderProcessor/Services/GracePeriodManagerService.cs,40,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/OrderProcessor/Services/GracePeriodManagerService.cs,48,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/PaymentProcessor/IntegrationEvents/EventHandling/OrderStatusChangedToStockConfirmedIntegrationEventHandler.cs,30,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Shared/MigrateDbContextExtensions.cs,28,System.IServiceProvider,GetRequiredService,Extension,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,no_coverage_data,
eShop,src/Shared/MigrateDbContextExtensions.cs,33,System.IServiceProvider,CreateScope,Extension,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,no_coverage_data,
eShop,src/Shared/MigrateDbContextExtensions.cs,35,System.IServiceProvider,GetRequiredService,Extension,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,no_coverage_data,
eShop,src/Shared/MigrateDbContextExtensions.cs,36,System.IServiceProvider,GetRequiredService,Extension,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,no_coverage_data,
eShop,src/Shared/MigrateDbContextExtensions.cs,42,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Shared/MigrateDbContextExtensions.cs,50,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Components/Chatbot/ChatState.cs,88,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Components/Chatbot/ChatState.cs,173,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Services/OrderingService.cs,17,System.Net.Http.HttpClient,SendAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
eShop,src/WebApp/Services/OrderStatus/IntegrationEvents/EventHandling/OrderStatusChangedToAwaitingValidationIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Services/OrderStatus/IntegrationEvents/EventHandling/OrderStatusChangedToCancelledIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Services/OrderStatus/IntegrationEvents/EventHandling/OrderStatusChangedToPaidIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Services/OrderStatus/IntegrationEvents/EventHandling/OrderStatusChangedToShippedIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Services/OrderStatus/IntegrationEvents/EventHandling/OrderStatusChangedToStockConfirmedIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebApp/Services/OrderStatus/IntegrationEvents/EventHandling/OrderStatusChangedToSubmittedIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebhookClient/Endpoints/WebhookEndpoints.cs,39,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebhookClient/Endpoints/WebhookEndpoints.cs,47,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/WebhookClient/Endpoints/WebhookEndpoints.cs,51,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/IntegrationEvents/OrderStatusChangedToPaidIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/IntegrationEvents/OrderStatusChangedToShippedIntegrationEventHandler.cs,12,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/Services/GrantUrlTesterService.cs,9,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/Services/GrantUrlTesterService.cs,17,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/Services/GrantUrlTesterService.cs,31,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/Services/WebhooksSender.cs,29,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
eShop,src/Webhooks.API/Services/WebhooksSender.cs,32,System.Net.Http.HttpClient,SendAsync,NonVirtual,System.Net.Http.HttpClient,no_coverage_data,
garnet,benchmark/BDN.benchmark/Embedded/GarnetServerEmbedded.cs,131,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/PeriodicCheckpointer.cs,39,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,324,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,380,Microsoft.Extensions.Logging.ILogger,Log,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,385,Microsoft.Extensions.Logging.ILogger,Log,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,655,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,744,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,932,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,1007,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,1094,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,benchmark/Resp.benchmark/RespOnlineBench.cs,1192,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,170,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,211,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,248,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,281,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,306,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,349,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSession.cs,651,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/ClientSession/GarnetClientSessionIncremental.cs,193,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,228,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,260,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,298,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,331,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,355,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,398,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/GarnetClient.cs,545,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/NetworkWriter.cs,334,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/client/Utility.cs,58,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterConfig.cs,1174,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterConfig.cs,1508,Microsoft.Extensions.Logging.ILogger,LogWarning,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,76,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,78,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,82,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,88,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,97,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,104,Microsoft.Extensions.Logging.ILogger,LogInformation,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManager.cs,304,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,53,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,83,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,148,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,215,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,269,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,332,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,366,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,385,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,401,Microsoft.Extensions.Logging.ILogger,LogTrace,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerSlotState.cs,431,Microsoft.Extensions.Logging.ILogger,LogDebug,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerWorkerState.cs,169,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerWorkerState.cs,175,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
garnet,libs/cluster/Server/ClusterManagerWorkerState.cs,183,Microsoft.Extensions.Logging.ILogger,LogError,Extension,Microsoft.Extensions.Logging.LoggerExtensions,no_coverage_data,
