phase,model,run,attempts_total,non_submitted_total,category,count,infra_bucket
phase3-agentic-loop,grok-4-1-fast,2,300,1,max-turns-exhausted,0,0
phase3-agentic-loop,grok-4-1-fast,2,300,1,context-length,0,0
phase3-agentic-loop,grok-4-1-fast,2,300,1,content-filter,0,0
phase3-agentic-loop,grok-4-1-fast,2,300,1,invalid-prompt,0,0
phase3-agentic-loop,grok-4-1-fast,2,300,1,adapter-parse-error,0,0
phase3-agentic-loop,grok-4-1-fast,2,300,1,other,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,timeout/connection,0,1
phase3-agentic-loop,grok-4-1-fast,3,300,1,auth/access,0,1
phase3-agentic-loop,grok-4-1-fast,3,300,1,rate-limit,1,1
phase3-agentic-loop,grok-4-1-fast,3,300,1,server-5xx,0,1
phase3-agentic-loop,grok-4-1-fast,3,300,1,api-version-unsupported,0,1
phase3-agentic-loop,grok-4-1-fast,3,300,1,baseline_compile_failed,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,baseline_no_owning_csproj,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,max-turns-exhausted,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,context-length,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,content-filter,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,invalid-prompt,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,adapter-parse-error,0,0
phase3-agentic-loop,grok-4-1-fast,3,300,1,other,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,timeout/connection,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,auth/access,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,rate-limit,1,1
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,server-5xx,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,api-version-unsupported,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,baseline_compile_failed,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,baseline_no_owning_csproj,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,max-turns-exhausted,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,context-length,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,content-filter,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,invalid-prompt,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,adapter-parse-error,1,0
phase3-agentic-loop,llama-3.3-70b-instruct,1,300,2,other,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,timeout/connection,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,auth/access,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,rate-limit,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,server-5xx,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,api-version-unsupported,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,baseline_compile_failed,1,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,baseline_no_owning_csproj,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,max-turns-exhausted,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,context-length,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,content-filter,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,invalid-prompt,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,adapter-parse-error,1,0
phase3-agentic-loop,llama-3.3-70b-instruct,2,300,2,other,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,timeout/connection,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,auth/access,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,rate-limit,1,1
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,server-5xx,1,1
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,api-version-unsupported,0,1
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,baseline_compile_failed,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,baseline_no_owning_csproj,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,max-turns-exhausted,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,context-length,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,content-filter,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,invalid-prompt,0,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,adapter-parse-error,2,0
phase3-agentic-loop,llama-3.3-70b-instruct,3,300,4,other,0,0
phase3-agentic-loop,phi-4,1,300,5,timeout/connection,0,1
phase3-agentic-loop,phi-4,1,300,5,auth/access,0,1
phase3-agentic-loop,phi-4,1,300,5,rate-limit,0,1
phase3-agentic-loop,phi-4,1,300,5,server-5xx,0,1
phase3-agentic-loop,phi-4,1,300,5,api-version-unsupported,0,1
phase3-agentic-loop,phi-4,1,300,5,baseline_compile_failed,0,0
phase3-agentic-loop,phi-4,1,300,5,baseline_no_owning_csproj,0,0
phase3-agentic-loop,phi-4,1,300,5,max-turns-exhausted,4,0
phase3-agentic-loop,phi-4,1,300,5,context-length,0,0
phase3-agentic-loop,phi-4,1,300,5,content-filter,1,0
phase3-agentic-loop,phi-4,1,300,5,invalid-prompt,0,0
phase3-agentic-loop,phi-4,1,300,5,adapter-parse-error,0,0
phase3-agentic-loop,phi-4,1,300,5,other,0,0
phase3-agentic-loop,phi-4,2,300,16,timeout/connection,3,1
phase3-agentic-loop,phi-4,2,300,16,auth/access,0,1
phase3-agentic-loop,phi-4,2,300,16,rate-limit,0,1
phase3-agentic-loop,phi-4,2,300,16,server-5xx,0,1
phase3-agentic-loop,phi-4,2,300,16,api-version-unsupported,0,1
phase3-agentic-loop,phi-4,2,300,16,baseline_compile_failed,0,0
phase3-agentic-loop,phi-4,2,300,16,baseline_no_owning_csproj,0,0
phase3-agentic-loop,phi-4,2,300,16,max-turns-exhausted,9,0
phase3-agentic-loop,phi-4,2,300,16,context-length,3,0
phase3-agentic-loop,phi-4,2,300,16,content-filter,1,0
phase3-agentic-loop,phi-4,2,300,16,invalid-prompt,0,0
phase3-agentic-loop,phi-4,2,300,16,adapter-parse-error,0,0
phase3-agentic-loop,phi-4,2,300,16,other,0,0
phase3-agentic-loop,phi-4,3,300,15,timeout/connection,1,1
phase3-agentic-loop,phi-4,3,300,15,auth/access,0,1
phase3-agentic-loop,phi-4,3,300,15,rate-limit,0,1
phase3-agentic-loop,phi-4,3,300,15,server-5xx,0,1
phase3-agentic-loop,phi-4,3,300,15,api-version-unsupported,0,1
phase3-agentic-loop,phi-4,3,300,15,baseline_compile_failed,1,0
phase3-agentic-loop,phi-4,3,300,15,baseline_no_owning_csproj,0,0
phase3-agentic-loop,phi-4,3,300,15,max-turns-exhausted,9,0
phase3-agentic-loop,phi-4,3,300,15,context-length,2,0
phase3-agentic-loop,phi-4,3,300,15,content-filter,2,0
phase3-agentic-loop,phi-4,3,300,15,invalid-prompt,0,0
phase3-agentic-loop,phi-4,3,300,15,adapter-parse-error,0,0
phase3-agentic-loop,phi-4,3,300,15,other,0,0
