target_id,repo,file,line,containing_type,method,receiver_type,kind
server:0103,server,src/Infrastructure.EntityFramework/NotificationCenter/Repositories/NotificationRepository.cs,80,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,CreateAsyncScope,Microsoft.Extensions.DependencyInjection.IServiceScopeFactory,Extension
server:0113,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,190,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0115,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,204,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0119,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,514,Microsoft.Extensions.Configuration.ConfigurationBinder,GetValue,Microsoft.Extensions.Configuration.IConfiguration,Extension
server:0124,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,889,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0126,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,891,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0129,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,894,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0131,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,908,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0143,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,1017,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0149,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,1030,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0153,server,src/SharedWeb/Utilities/ServiceCollectionExtensions.cs,1041,Microsoft.Extensions.DependencyInjection.ServiceProviderServiceExtensions,GetRequiredService,System.IServiceProvider,Extension
server:0160,server,util/Migrator/DbUpLogger.cs,28,Microsoft.Extensions.Logging.LoggerExtensions,LogInformation,Microsoft.Extensions.Logging.ILogger,Extension
